6.7362e-33,2.3236e-32,2.4502e-32,8.3673e-32,2.8296e-31,2.9779e-30,3.013e-29,2.9308e-28,2.7416e-27,7.0854e-26,4.624e-24,9.7165e-23,4.8103e-21,2.0343e-19,7.3519e-18,5.1327e-16,2.8023e-14,1.1974e-12,4.0085e-11,1.0528e-09,3.7854e-08,9.6054e-07,1.7258e-05,0.00022065,0.0020226,0.013461,0.080158,0.29295,1.0514,9.7266e-46,0.61189,0.10041,0.0097694,0.0004755,1.6959e-05,3.3209e-07,3.5254e-09,3.9153e-11,2.7051e-13,2.5661e-15,1.7147e-17,1.9919e-19,1.8141e-21,3.5001e-23,1.6118e-24,6.8141e-26,7.7447e-27,8.4895e-28,2.7092e-28,8.6695e-29,1.7508e-28,6.5964e-27,4.6744e-25,1.7001e-23,3.1214e-22,3.6822e-21,1.7125e-20,2.6496e-20,7.0178e-29,1.1012e-20,1.1724e-20,6.8969e-21,1.9683e-21,4.418e-22,6.6385e-23,6.7626e-24,4.7062e-25,2.2488e-26,7.4701e-28,4.0044e-29,3.4809e-30,2.3918e-30,7.5084e-31,7.4869e-31,7.471e-31,2.3487e-31,2.3436e-31,7.2942e-32,7.2781e-32,7.2619e-32,2.2376e-32,2.2326e-32,2.2277e-32,2.2227e-32,2.2178e-32,6.7657e-33,6.7509e-33,6.7362e-33,2.0886e-32,1.9791e-32,6.0697e-32,1.8417e-31,1.7372e-30,1.5727e-29,1.3664e-28,1.139e-27,2.6157e-26,1.512e-24,2.8033e-23,1.2191e-21,4.5049e-20,1.4139e-18,8.5096e-17,3.9708e-15,1.4354e-13,4.015e-12,8.6793e-11,2.5213e-09,5.0501e-08,6.9506e-07,6.542e-06,4.1789e-05,0.00017889,0.00060308,0.0009874,0.00089428,4.6531e-59,0.0010407,0.00067639,0.00014678,1.2602e-05,6.9764e-07,1.9562e-08,2.8134e-10,4.0664e-12,3.5462e-14,4.1454e-16,3.3482e-18,4.6266e-20,4.9452e-22,1.1069e-23,5.8531e-25,2.8152e-26,3.6098e-27,4.4281e-28,1.569e-28,5.4809e-29,5.7551e-29,1.9725e-29,2.0515e-29,2.1226e-29,6.6603e-29,6.8128e-29,6.9263e-29,6.9981e-29,7.0178e-29
2.2032e-32,7.524e-32,7.934e-32,2.6825e-31,8.9812e-31,9.2648e-30,9.1884e-29,8.7605e-28,8.033e-27,2.0147e-25,1.2632e-23,2.576e-22,1.2253e-20,4.9785e-19,1.7287e-17,1.148e-15,5.9621e-14,2.4233e-12,7.7169e-11,1.9279e-09,6.5283e-08,1.5601e-06,2.6398e-05,0.00031785,0.0027438,0.017199,0.095488,0.32865,1.0998,2.9367e-45,0.65954,0.11842,0.012607,0.0006714,2.5941e-05,5.5026e-07,6.328e-09,7.5375e-11,5.5853e-13,5.6259e-15,3.9919e-17,4.8749e-19,4.6674e-21,9.3727e-23,4.4476e-24,1.9375e-25,2.2466e-26,2.5124e-27,8.0983e-28,2.61e-28,4.2737e-28,1.1873e-26,7.7457e-25,2.6004e-23,4.4074e-22,4.7517e-21,2.0198e-20,2.8559e-20,2.1188e-28,1.1519e-20,1.3153e-20,8.2159e-21,2.5147e-21,5.9936e-22,9.5628e-23,1.0344e-23,7.644e-25,3.8793e-26,1.3772e-27,8.5614e-29,9.6187e-30,7.4123e-30,2.3589e-30,2.3527e-30,2.3477e-30,7.455e-31,7.4387e-31,2.3385e-31,2.3333e-31,2.3281e-31,7.2458e-32,7.2295e-32,7.2135e-32,7.1974e-32,7.1815e-32,2.2129e-32,2.208e-32,2.2032e-32,6.763e-32,6.4087e-32,1.9459e-31,5.8456e-31,5.4046e-30,4.7961e-29,4.0843e-28,3.3372e-27,7.4373e-26,4.1307e-24,7.4321e-23,3.1053e-21,1.1025e-19,3.3246e-18,1.9033e-16,8.4483e-15,2.9049e-13,7.7294e-12,1.5894e-10,4.3483e-09,8.2023e-08,1.0632e-06,9.4239e-06,5.6692e-05,0.00022856,0.00071841,0.0011077,0.00093544,1.4049e-58,0.0011217,0.00079773,0.00018941,1.7794e-05,1.0671e-06,3.2413e-08,5.0501e-10,7.8285e-12,7.3219e-14,9.0883e-16,7.7946e-18,1.1323e-19,1.2723e-21,2.9639e-23,1.6151e-24,8.0048e-26,1.0471e-26,1.3105e-27,4.6901e-28,1.6548e-28,1.7376e-28,6.0151e-29,6.2562e-29,6.4731e-29,2.0109e-28,2.0569e-28,2.091e-28,2.1122e-28,2.1188e-28
7.1342e-32,2.4121e-31,2.5436e-31,8.5143e-31,2.8223e-30,2.8538e-29,2.7742e-28,2.5926e-27,2.3302e-26,5.6715e-25,3.4167e-23,6.7615e-22,3.09e-20,1.2063e-18,4.0244e-17,2.5422e-15,1.2559e-13,4.8557e-12,1.4708e-10,3.4954e-09,1.1147e-07,2.5086e-06,3.9977e-05,0.00045332,0.0036853,0.021755,0.11262,0.36504,1.139,8.7783e-45,0.70384,0.13827,0.016107,0.00093858,3.9284e-05,9.0271e-07,1.1246e-08,1.4366e-10,1.1417e-12,1.2211e-14,9.2006e-17,1.1812e-18,1.1889e-20,2.4849e-22,1.2151e-23,5.4543e-25,6.4522e-26,7.3613e-27,2.3966e-27,7.7866e-28,1.0845e-27,2.1199e-26,1.2708e-24,3.938e-23,6.1613e-22,6.0709e-21,2.3584e-20,3.0477e-20,6.3335e-28,1.1929e-20,1.4609e-20,9.6898e-21,3.1808e-21,8.0502e-22,1.3638e-22,1.5665e-23,1.2293e-24,6.6268e-26,2.5251e-27,1.8917e-28,2.7201e-29,2.2771e-29,7.3378e-30,7.3197e-30,7.3042e-30,2.3427e-30,2.3376e-30,7.4223e-31,7.4059e-31,7.3895e-31,2.3229e-31,2.3177e-31,2.3126e-31,2.3074e-31,2.3023e-31,7.1656e-32,7.1499e-32,7.1342e-32,2.1682e-31,2.0546e-31,6.1763e-31,1.837e-30,1.6647e-29,1.448e-28,1.2087e-27,9.6807e-27,2.0937e-25,1.1172e-23,1.9508e-22,7.8313e-21,2.6713e-19,7.7395e-18,4.2148e-16,1.7796e-14,5.8206e-13,1.4732e-11,2.8816e-10,7.4244e-09,1.3189e-07,1.61e-06,1.344e-05,7.6145e-05,0.00028911,0.00084729,0.0012304,0.00096876,4.1994e-58,0.0011971,0.00093148,0.000242,2.4876e-05,1.616e-06,5.3174e-08,8.9746e-10,1.4921e-11,1.4967e-13,1.9727e-15,1.7965e-17,2.7435e-19,3.2409e-21,7.8579e-23,4.4122e-24,2.2534e-25,3.0073e-26,3.8397e-27,1.388e-27,4.9465e-28,5.194e-28,1.8161e-28,1.8889e-28,1.9544e-28,6.0109e-28,6.1484e-28,6.2502e-28,6.3129e-28,6.3335e-28
2.2872e-31,7.6562e-31,8.0734e-31,2.6756e-30,8.7807e-30,8.7027e-29,8.2925e-28,7.5964e-27,6.6924e-26,1.5807e-24,9.1492e-23,1.7571e-21,7.715e-20,2.8937e-18,9.2755e-17,5.5736e-15,2.6191e-13,9.6326e-12,2.7755e-10,6.2742e-09,1.8843e-07,3.9938e-06,5.9937e-05,0.00064008,0.0049006,0.027244,0.1315,0.40142,1.1678,2.5979e-44,0.74363,0.15985,0.020374,0.001299,5.8899e-05,1.4662e-06,1.9786e-08,2.711e-10,2.3107e-12,2.6242e-14,2.0995e-16,2.8335e-18,2.9982e-20,6.5222e-22,3.2864e-23,1.5202e-24,1.8346e-25,2.1354e-26,7.022e-27,2.3013e-27,2.8455e-27,3.7594e-26,2.0643e-24,5.9043e-23,8.5274e-22,7.6792e-21,2.7264e-20,3.2201e-20,1.8744e-27,1.2231e-20,1.6065e-20,1.1314e-20,3.9834e-21,1.0705e-21,1.9257e-22,2.3486e-23,1.9573e-24,1.1212e-25,4.6175e-27,4.3544e-28,7.8137e-29,6.9314e-29,2.26e-29,2.2546e-29,2.2498e-29,7.2885e-30,7.2726e-30,2.3324e-30,2.3273e-30,2.3221e-30,7.3731e-31,7.3565e-31,7.3402e-31,7.3238e-31,7.3076e-31,2.2972e-31,2.2922e-31,2.2872e-31,6.8818e-31,6.5212e-31,1.9409e-30,5.7151e-30,5.0767e-29,4.3285e-28,3.5416e-27,2.7803e-26,5.8353e-25,2.9918e-23,5.0694e-22,1.9553e-20,6.4082e-19,1.7838e-17,9.2406e-16,3.7113e-14,1.1547e-12,2.78e-11,5.1725e-10,1.2551e-08,2.0998e-07,2.4139e-06,1.8977e-05,0.00010125,0.00036205,0.00098935,0.001353,0.00099329,1.2428e-57,0.0012648,0.0010768,0.0003061,3.4429e-05,2.4229e-06,8.6364e-08,1.579e-09,2.8156e-11,3.0292e-13,4.2393e-15,4.0994e-17,6.5814e-19,8.173e-21,2.0625e-22,1.1934e-23,6.2806e-25,8.5511e-26,1.1138e-26,4.0669e-27,1.4639e-27,1.5371e-27,5.4287e-28,5.6462e-28,5.842e-28,1.7789e-27,1.8196e-27,1.8497e-27,1.8682e-27,1.8744e-27
7.2596e-31,2.4059e-30,2.537e-30,8.3242e-30,2.7046e-29,2.6275e-28,2.4541e-27,2.2036e-26,1.9029e-25,4.3617e-24,2.4256e-22,4.5207e-21,1.9071e-19,6.8726e-18,2.1166e-16,1.2098e-14,5.4078e-13,1.8919e-11,5.1853e-10,1.115e-08,3.1536e-07,6.2949e-06,8.897e-05,0.00089479,0.0064518,0.033779,0.15202,0.43703,1.1855,7.6118e-44,0.77786,0.18295,0.025515,0.00178,8.7428e-05,2.3576e-06,3.4466e-08,5.0647e-10,4.63e-12,5.5834e-14,4.743e-16,6.7296e-18,7.4859e-20,1.6949e-21,8.8003e-23,4.1947e-24,5.1646e-25,6.1328e-26,2.037e-26,6.7366e-27,7.657e-27,6.6362e-26,3.3204e-24,8.7643e-23,1.1685e-21,9.6168e-21,3.1205e-20,3.3683e-20,5.4919e-27,1.2416e-20,1.7491e-20,1.308e-20,4.9389e-21,1.4093e-21,2.692e-22,3.4864e-23,3.0859e-24,1.8792e-25,8.46e-27,1.0481e-27,2.2646e-28,2.0901e-28,6.8913e-29,6.8756e-29,6.8611e-29,2.245e-29,2.2401e-29,7.2566e-30,7.2405e-30,7.2245e-30,2.3169e-30,2.3118e-30,2.3066e-30,2.3015e-30,2.2964e-30,7.2914e-31,7.2755e-31,7.2596e-31,2.1626e-30,2.0493e-30,6.0384e-30,1.7604e-29,1.5328e-28,1.281e-27,1.0273e-26,7.9054e-26,1.6102e-24,7.9316e-23,1.3043e-21,4.8333e-20,1.522e-18,4.0704e-17,2.0058e-15,7.6628e-14,2.2678e-12,5.1937e-11,9.1922e-10,2.1005e-08,3.3096e-07,3.5831e-06,2.6529e-05,0.0001333,0.0004489,0.0011437,0.001473,0.0010083,3.6413e-57,0.001323,0.0012325,0.00038334,4.7176e-05,3.5965e-06,1.3887e-07,2.7506e-09,5.2603e-11,6.0696e-13,9.0196e-15,9.2613e-17,1.5631e-18,2.0406e-20,5.3598e-22,3.1957e-23,1.733e-24,2.4072e-25,3.1989e-26,1.1797e-26,4.2892e-27,4.5038e-27,1.6066e-27,1.671e-27,1.7289e-27,5.2121e-27,5.3313e-27,5.4195e-27,5.4737e-27,5.4919e-27
2.2813e-30,7.4852e-30,7.8931e-30,2.564e-29,8.248e-29,7.8542e-28,7.1905e-27,6.3287e-26,5.3569e-25,1.1916e-23,6.3667e-22,1.1515e-20,4.6673e-19,1.616e-17,4.7817e-16,2.5999e-14,1.1055e-12,3.6787e-11,9.591e-10,1.9618e-08,5.2255e-07,9.8231e-06,0.00013075,0.0012384,0.0084095,0.041464,0.17399,0.47107,1.1914,2.2081e-43,0.80557,0.20731,0.031635,0.0024148,0.00012849,3.7533e-06,5.9441e-08,9.368e-10,9.1849e-12,1.1761e-13,1.0609e-15,1.5824e-17,1.8505e-19,4.3607e-21,2.3331e-22,1.146e-23,1.4394e-24,1.7438e-25,5.8501e-26,1.9529e-26,2.0954e-26,1.1701e-25,5.2888e-24,1.288e-22,1.5852e-21,1.1924e-20,3.5359e-20,3.4883e-20,1.5931e-26,1.2478e-20,1.8853e-20,1.497e-20,6.0627e-21,1.837e-21,3.7259e-22,5.1239e-23,4.8181e-24,3.122e-25,1.5637e-26,2.6327e-27,6.5854e-28,6.2424e-28,2.0805e-28,2.0759e-28,2.0715e-28,6.8463e-29,6.8314e-29,2.2352e-29,2.2302e-29,2.2253e-29,7.2084e-30,7.1923e-30,7.1763e-30,7.1603e-30,7.1444e-30,2.2913e-30,2.2863e-30,2.2813e-30,6.7282e-30,6.3756e-30,1.8599e-29,5.3684e-29,4.5817e-28,3.7533e-27,2.9505e-26,2.2255e-25,4.3988e-24,2.0819e-22,3.3222e-21,1.1829e-19,3.5787e-18,9.1958e-17,4.3104e-15,1.5664e-13,4.4098e-12,9.6066e-11,1.6173e-09,3.4806e-08,5.1646e-07,5.2658e-06,3.6717e-05,0.00017375,0.00055103,0.001309,0.0015877,0.0010134,1.0563e-56,0.0013701,0.0013966,0.00047529,6.4e-05,5.2854e-06,2.2109e-07,4.7437e-09,9.7297e-11,1.2041e-12,1.8999e-14,2.0715e-16,3.6754e-18,5.0443e-20,1.379e-21,8.4723e-23,4.7345e-24,6.7092e-25,9.0957e-26,3.3882e-26,1.2442e-26,1.3065e-26,4.7073e-27,4.8959e-27,5.0657e-27,1.512e-26,1.5465e-26,1.5721e-26,1.5878e-26,1.5931e-26
7.0975e-30,2.3056e-29,2.4313e-29,7.8192e-29,2.4902e-28,2.3244e-27,2.0859e-26,1.7995e-25,1.493e-24,3.2229e-23,1.6545e-21,2.904e-20,1.1309e-18,3.7621e-17,1.0695e-15,5.5315e-14,2.2373e-12,7.0821e-11,1.7564e-09,3.4174e-08,8.5725e-07,1.5176e-05,0.00019024,0.0016969,0.010852,0.050392,0.19716,0.5027,1.1855,6.3415e-43,0.82596,0.23258,0.038832,0.0032434,0.00018695,5.9159e-06,1.0149e-07,1.7155e-09,1.8039e-11,2.4527e-13,2.3492e-15,3.6837e-17,4.5287e-19,1.1108e-20,6.1239e-22,3.0995e-23,3.9719e-24,4.909e-25,1.6634e-25,5.6064e-26,5.7874e-26,2.0723e-25,8.3441e-24,1.8742e-22,2.1291e-21,1.4636e-20,3.9669e-20,3.5766e-20,4.5754e-26,1.2416e-20,2.0119e-20,1.6964e-20,7.368e-21,2.3706e-21,5.1055e-22,7.4561e-23,7.4512e-24,5.1455e-25,2.9442e-26,6.8551e-27,1.9135e-27,1.8463e-27,6.2188e-28,6.2052e-28,6.1921e-28,2.0671e-28,2.0625e-28,6.8164e-29,6.8013e-29,6.7862e-29,2.2203e-29,2.2154e-29,2.2104e-29,2.2055e-29,2.2006e-29,7.1286e-30,7.113e-30,7.0975e-30,2.0724e-29,1.9638e-29,5.672e-29,1.6208e-28,1.3559e-27,1.0888e-26,8.3895e-26,6.2026e-25,1.1898e-23,5.4101e-22,8.3782e-21,2.8661e-19,8.3311e-18,2.0568e-16,9.1708e-15,3.1702e-13,8.4895e-12,1.7592e-10,2.8173e-09,5.7099e-08,7.9791e-07,7.6618e-06,5.0312e-05,0.00022422,0.00066968,0.0014833,0.0016944,0.0010083,3.0337e-56,0.0014048,0.0015668,0.00058343,8.5961e-05,7.6902e-06,3.4848e-07,8.0996e-09,1.7818e-10,2.3648e-12,3.9623e-14,4.5872e-16,8.5562e-18,1.2345e-19,3.5126e-21,2.2238e-22,1.2805e-23,1.8513e-24,2.5605e-25,9.6339e-26,3.5734e-26,3.7522e-26,1.3655e-26,1.4202e-26,1.4695e-26,4.3423e-26,4.4416e-26,4.515e-26,4.5601e-26,4.5754e-26
2.1862e-29,7.0311e-29,7.4143e-29,2.3608e-28,7.4438e-28,6.8105e-27,5.9905e-26,5.0658e-25,4.1198e-24,8.6303e-23,4.2567e-21,7.2505e-20,2.7129e-18,8.6708e-17,2.3684e-15,1.1652e-13,4.4828e-12,1.3498e-10,3.1843e-09,5.8936e-08,1.3923e-06,2.3214e-05,0.00027405,0.0023021,0.013865,0.060632,0.22119,0.53113,1.1678,1.8031e-42,0.83844,0.25833,0.047194,0.0043129,0.0002693,9.2317e-06,1.7157e-07,3.1103e-09,3.5077e-11,5.0642e-13,5.1505e-15,8.4903e-17,1.0973e-18,2.8012e-20,1.5914e-21,8.2999e-23,1.0851e-23,1.3682e-24,4.6827e-25,1.5937e-25,1.6038e-25,3.7167e-25,1.3044e-23,2.7e-22,2.8313e-21,1.7788e-20,4.4061e-20,3.6306e-20,1.301e-25,1.2231e-20,2.1257e-20,1.9031e-20,8.8654e-21,3.0288e-21,6.9265e-22,1.0743e-22,1.1418e-23,8.4267e-25,5.7167e-26,1.8329e-26,5.5391e-27,5.4075e-27,1.8404e-27,1.8364e-27,1.8325e-27,6.1788e-28,6.1653e-28,2.058e-28,2.0535e-28,2.0489e-28,6.7711e-29,6.7559e-29,6.7409e-29,6.7259e-29,6.711e-29,2.1958e-29,2.191e-29,2.1862e-29,6.32e-29,5.9888e-29,1.7125e-28,4.845e-28,3.9729e-27,3.1269e-26,2.3617e-25,1.7115e-24,3.186e-23,1.3919e-21,2.0919e-20,6.8754e-19,1.9202e-17,4.5547e-16,1.9318e-14,6.3522e-13,1.6181e-11,3.1895e-10,4.8587e-09,9.2738e-08,1.2205e-06,1.1037e-05,6.8255e-05,0.00028647,0.00080577,0.0016641,0.0017902,0.00099329,8.6259e-56,0.001426,0.0017402,0.00070904,0.00011431,1.1078e-05,5.438e-07,1.3692e-08,3.2304e-10,4.5984e-12,8.181e-14,1.0057e-15,1.972e-17,2.9912e-19,8.8583e-21,5.7789e-22,3.4291e-23,5.0576e-24,7.1364e-25,2.712e-25,1.0161e-25,1.0669e-25,3.9217e-26,4.0789e-26,4.2203e-26,1.2347e-25,1.2629e-25,1.2838e-25,1.2966e-25,1.301e-25
6.6669e-29,2.1228e-28,2.2385e-28,7.0568e-28,2.2029e-27,1.9756e-26,1.7033e-25,1.4119e-24,1.1255e-23,2.288e-22,1.0843e-20,1.7923e-19,6.443e-18,1.9786e-16,5.1924e-15,2.43e-13,8.893e-12,2.5472e-10,5.7158e-09,1.0063e-07,2.2389e-06,3.5154e-05,0.00039084,0.003092,0.017538,0.072228,0.24567,0.55557,1.139,5.076e-42,0.84265,0.28407,0.056784,0.0056781,0.00038407,1.4263e-05,2.8714e-07,5.583e-09,6.7529e-11,1.0352e-12,1.118e-14,1.9374e-16,2.6323e-18,6.9939e-20,4.0944e-21,2.2004e-22,2.9349e-23,3.7753e-24,1.3051e-24,4.4854e-25,4.44e-25,6.8276e-25,2.0217e-23,3.8514e-22,3.7277e-21,2.1403e-20,4.8452e-20,3.6488e-20,3.6623e-25,1.1929e-20,2.2235e-20,2.1138e-20,1.0561e-20,3.8313e-21,9.3039e-22,1.5328e-22,1.7352e-23,1.375e-24,1.1597e-25,4.9845e-26,1.5941e-26,1.5682e-26,5.3921e-27,5.3806e-27,5.3693e-27,1.8286e-27,1.8246e-27,6.1518e-28,6.1381e-28,6.1245e-28,2.0443e-28,2.0398e-28,2.0352e-28,2.0307e-28,2.0262e-28,6.6961e-29,6.6815e-29,6.6669e-29,1.9081e-28,1.8082e-28,5.119e-28,1.4338e-27,1.1525e-26,8.891e-26,6.5824e-25,4.6757e-24,8.4465e-23,3.5455e-21,5.1709e-20,1.6329e-18,4.3816e-17,9.9858e-16,4.0287e-14,1.2601e-12,3.0534e-11,5.7251e-10,8.2959e-09,1.4912e-07,1.8483e-06,1.5741e-05,9.1675e-05,0.00036236,0.00095986,0.0018483,0.0018726,0.00096876,2.4283e-55,0.0014332,0.0019137,0.00085314,0.00015049,1.5799e-05,8.4014e-07,2.2916e-08,5.7985e-10,8.8525e-12,1.6724e-13,2.183e-15,4.5e-17,7.1755e-19,2.2117e-20,1.4868e-21,9.091e-23,1.3679e-23,1.9692e-24,7.5587e-25,2.8603e-25,3.0034e-25,1.1151e-25,1.1598e-25,1.2e-25,3.4758e-25,3.5553e-25,3.614e-25,3.6502e-25,3.6623e-25
2.0129e-28,6.3456e-28,6.6914e-28,2.0884e-27,6.4546e-27,5.6739e-26,4.7951e-25,3.8959e-24,3.0441e-23,6.0056e-22,2.7344e-20,4.3863e-19,1.515e-17,4.47e-16,1.1271e-14,5.0172e-13,1.7466e-11,4.7587e-10,1.0158e-08,1.7011e-07,3.5643e-06,5.2706e-05,0.00055186,0.0041117,0.021963,0.085185,0.27016,0.57536,1.0998,1.4147e-41,0.83844,0.30927,0.067644,0.007401,0.0005423,2.1816e-05,4.7579e-07,9.9217e-09,1.2871e-10,2.0951e-12,2.4025e-14,4.3769e-16,6.2517e-18,1.7289e-19,1.0429e-20,5.7757e-22,7.859e-23,1.0314e-23,3.6013e-24,1.25e-24,1.2241e-24,1.3023e-24,3.1108e-23,5.4401e-22,4.8594e-21,2.5497e-20,5.2751e-20,3.6307e-20,1.0207e-24,1.152e-20,2.3028e-20,2.3246e-20,1.2456e-20,4.7986e-21,1.2374e-21,2.1661e-22,2.6186e-23,2.2457e-24,2.4823e-25,1.3676e-25,4.5544e-26,4.503e-26,1.5641e-26,1.5608e-26,1.5575e-26,5.3577e-27,5.346e-27,1.8206e-27,1.8165e-27,1.8125e-27,6.1109e-28,6.0972e-28,6.0837e-28,6.0701e-28,6.0567e-28,2.0217e-28,2.0173e-28,2.0129e-28,5.7038e-28,5.4049e-28,1.5149e-27,4.2011e-27,3.3099e-26,2.5029e-25,1.8163e-24,1.2646e-23,2.217e-22,8.9414e-21,1.2655e-19,3.8396e-18,9.8988e-17,2.1675e-15,8.3182e-14,2.4749e-12,5.7044e-11,1.0174e-09,1.4024e-08,2.3741e-07,2.7711e-06,2.2226e-05,0.00012191,0.00045379,0.0011321,0.0020325,0.0019393,0.00093544,6.7679e-55,0.001426,0.0020834,0.0010163,0.00019615,2.2308e-05,1.2851e-06,3.7971e-08,1.0305e-09,1.6873e-11,3.3846e-13,4.6912e-15,1.0166e-16,1.7042e-18,5.4672e-20,3.7872e-21,2.3862e-22,3.6631e-23,5.3797e-24,2.0857e-24,7.9719e-25,8.3708e-25,3.1391e-25,3.2649e-25,3.3781e-25,9.6873e-25,9.9088e-25,1.0073e-24,1.0173e-24,1.0207e-24
